APOB	5.10529672
LDLR	4.0779747099999994
TRIB1	3.6051394099999996
PCSK9	3.50854696
ALDH1A2	3.0975420299999996
LIPC	3.05192917
Y_RNA	3.035667200000001
LPA	2.95094303
ABCA1	2.88044571
RREB1	2.5660777699999993
FIGN	2.5327207499999997
TXNL4B	2.3888101600000002
RP11-136O12.2	2.3609300099999997
TRPS1	2.287657500000001
SLC22A1	2.2817623400000002
MAFB	2.2080688100000003
LPL	2.2045274999999998
ABCG8	2.18527469
ST3GAL4	2.09862426
APOE	2.0100612
PPARG	2.0068658800000003
AQP9	2.00362182
AUTS2	2.0025361
APOC1P1	1.99158
ASGR1	1.96871485
INPP4B	1.9501894200000005
NPC1L1	1.94700164
MED13L	1.92491874
AC138430.4	1.92334293
TM6SF2	1.9173978900000002
TLE1	1.8602303999999998
MLXIPL	1.8507958
GLI2	1.83256812
UGT2B15	1.8079736299999998
TBX3	1.7747038
ESRRG	1.7278865999999997
LRRC4C	1.6806455999999992
DHODH	1.6506668500000004
SNX5	1.5807784699999998
HBS1L	1.5682407999999999
TMTC2	1.5451923000000007
HIVEP2	1.5422113000000002
SCARB1	1.53649697
TCF7L2	1.5343932899999997
BNC2	1.5256998299999993
snoU13	1.50755036
VEGFA	1.50500788
BANF2	1.4652705999999998
MYLIP	1.45454763
USP25	1.4364166000000005
ROBO1	1.4350653999999996
DYNC2H1	1.3856208000000003
PLCB3	1.3831651000000003
LSAMP	1.3799739999999998
CHRM3	1.3727348599999991
DNAH11	1.3605338200000001
NRG1	1.3432129000000002
CNTN5	1.343007779999999
DDX56	1.34190424
PLEC	1.3240735999999997
TNFAIP8	1.31319497
FTO	1.3060237800000003
PSD3	1.30130653
EBF2	1.2911771600000002
ITGA1	1.2911211000000002
BMPR2	1.2849126899999996
HP	1.2773539
MACROD2	1.27628733
LIPG	1.2751502700000001
NRIP1	1.2723503000000005
BSND	1.26733911
LCORL	1.2650320999999998
RALYL	1.2576735000000003
SLC2A2	1.2547475499999996
UBXN2B	1.2531998999999998
HPR	1.24006676
SGCD	1.2391256899999996
SLC6A15	1.235218200000001
DOCK7	1.2293901100000002
ABCA6	1.21297487
SMAD7	1.21224036
KLHL29	1.2024522500000001
PLG	1.20001136
MET	1.19994442
ARHGAP42	1.1973128999999998
ASGR2	1.1897638599999998
FAM49A	1.1891676800000002
ZNF259	1.1774257000000001
EHBP1	1.17654061
CADM2	1.175454
UGT2B7	1.17349617
GCKR	1.17305305
PNKD	1.1729108
ABO	1.1604903100000001
MGAT5	1.1586736
NCKAP5	1.15279241
C9orf3	1.1462448000000005
