FIGN	4.809836229999998
MED13L	4.478910610000001
Y_RNA	6.581397159999999
TBX3	4.2529518500000005
MECOM	4.074712139999999
RP11-103J8.1	3.7790511199999997
LRP1B	3.7686692500000007
GRB14	3.4312285499999993
EBF1	3.36979585
EBF2	3.30003676
ADRB1	3.2962110900000003
CACNB2	3.2576150000000004
FAT3	3.135428690000001
AUTS2	3.02696277
NRIP1	3.00786857
EFNA5	2.9682968800000005
ZFPM2	2.9451518799999996
CSMD1	2.9265709600000007
RORA	2.901878
PIK3R1	2.7257752799999997
NPR3	2.7203849399999998
SALL1	2.7140331799999995
NEGR1	2.6938109
PARD3B	2.69231673
INSR	2.692045958
LRP12	2.6744270899999996
SOX6	2.66411645
PKHD1	2.6117819599999996
AC092684.1	2.6110748
ROBO1	2.596155499999999
USP25	2.56461895
CACNA1D	2.54817284
ZBTB20	2.50864874
snoU13	2.484403929999999
FRMD4A	2.4738887399999996
ATP2B1	2.47144713
HDAC9	2.46713573
TENM2	2.466309960000001
ENPEP	2.45677964
MAP9	2.4421040100000004
TRIB1	2.4307152700000003
CMIP	2.4297352499999993
CTNNA2	2.41973406
CNTN4	2.39564121
LCORL	2.3611548599999996
PRKD1	2.3423472500000004
PRDM16	2.3272127899999995
WWOX	2.3059596999999994
PAX2	2.2940698800000003
DACH1	2.2492954900000006
TBC1D19	2.1997363099999996
PLCE1	2.19330216
ARHGAP42	2.1904530099999997
PDE10A	2.18397133
NHLRC2	2.18059876
BICC1	2.16954255
SIPA1L2	2.1588078299999998
NR2F1-AS1	2.1477477499999997
NCALD	2.1420754699999995
FBN2	2.13962783
MPPED2	2.12432453
CDH13	2.1194146300000005
MC4R	2.1061140899999997
FGF9	2.08514409
HIVEP2	2.0789532299999998
PREX1	2.0775626300000005
RP4-663N10.1	2.06943274
APOE	2.0556027
UBASH3B	2.0545120999999993
LSP1	2.0467320399999998
RBMS3	2.0463687
PDE3A	2.04581753
NGF	2.03971664
DCDC1	2.0362175399999995
APOB	2.03062883
PTPRD	2.01260645
TLE1	2.0115160900000006
PDE1A	2.00934187
IPO11	2.0021700700000005
SNTG1	2.0002125000000004
RERE	1.99946277
THADA	1.99311241
DLEU1	1.96123931
RREB1	1.9611810900000006
ARHGAP15	1.958247
NRP1	1.9543112900000006
EIF2B5	1.9419157599999997
PPP2R2A	1.9408275899999996
FGFR2	1.93835546
FES	1.9371703299999998
PRKCE	1.92392526
FBXL17	1.9193141200000001
HIPK2	1.9178680300000004
RAD51B	1.91347947
OPCML	1.91180815
FOXP2	1.8963609099999998
RP11-136O12.2	1.8938891699999998
MAST4	1.8907089099999994
WNT2B	1.88955725
AEBP2	1.8859214300000007
GUCY1A2	1.8822136
PLCB1	1.85460146
SPTBN1	1.8470385700000003
ITGA1	1.8210262200000005
SORCS3	1.8176941100000001
VEGFA	1.81195498
TSC22D2	1.8115476400000001
DBH	1.80626935
CDKAL1	1.8054500200000003
LINC00473	1.80260388
CACNA1C	1.79524659
CDH11	1.7824186800000001
HLX	1.7801926499999996
KIF2A	1.7771668499999993
TFAP2B	1.76353684
KLHL29	1.762342220000001
HSD17B12	1.76086259
ACVR2A	1.7581590000000002
CPSF6	1.7522210499999997
INPP4B	1.7447315799999998
RARB	1.7442981
CPEB4	1.7410937899999994
PRDM6	1.74038928
GLI2	1.7354382499999998
RASGEF1B	1.72995784
NFIB	1.7297009899999998
HNF4G	1.7239436899999996
ARPP21	1.7238443000000008
UTRN	1.7171718000000002
DCC	1.7164138100000002
BAHCC1	1.7081641699999999
ESRRG	1.7038679199999998
JARID2	1.6992763800000006
ZBTB46	1.68781315
MAFB	1.6830254800000004
SORBS1	1.6693134899999997
FSTL4	1.6682392899999998
CDH9	1.65607074
KLF7	1.6452992
ADK	1.6378323100000003
MEX3C	1.62040484
FGF5	1.6123832800000002
WDR11	1.61221866
CASC15	1.6120106600000002
CNTNAP2	1.6010678
MYO9B	1.59811807
DNM3	1.5872811200000005
PTPRT	1.5853702200000004
EPHB1	1.58169805
LSAMP	1.5803200099999999
ZMIZ1	1.5768909100000001
PBX1	1.5753472900000003
NCKAP5	1.56247475
RALYL	1.5612674
SLC8A1	1.559764120000001
PIK3CG	1.5581958000000002
NDUFAF6	1.5526410400000001
PCSK9	1.5513357900000002
DOCK10	1.54086787
SVEP1	1.5390071499999995
ARNTL	1.5378004500000004
SLIT3	1.53440587
MIR4425	1.5300040300000002
UNC5C	1.5275451999999996
CCDC71L	1.5271108899999999
NRXN1	1.5230519
IMMP2L	1.5197904800000004
HBS1L	1.51561962
FURIN	1.5140447799999999
ZNF407	1.5117418199999992
SLC4A7	1.5077369299999999
RP11-570L15.2	1.50549767
ZFP36L2	1.49141936
PXDNL	1.4902525000000009
C4orf33	1.4855916999999996
CFDP1	1.4833062700000001
RSPO3	1.4820267799999998
PARD3	1.47829746
HTR1A	1.4726108099999997
SLC14A2	1.4709735899999996
PCDH7	1.4705247999999997
ARID5B	1.4704023299999998
SETBP1	1.4703162400000005
PDZRN4	1.46749344
NTM	1.4671044100000004
LPL	1.4626761
JAG1	1.4575013399999999
NOS3	1.45586268
SLC35F1	1.45167156
MSI2	1.4440226999999999
PARK2	1.43884641
PDGFC	1.4378942700000004
LPA	1.43479615
EPHA3	1.4327540000000005
RP11-332H18.4	1.4325861999999998
KCNK5	1.4310507499999998
RBFOX1	1.4283194399999999
DYNC2H1	1.4255155899999998
DPP10	1.4229792700000006
AC007319.1	1.4210993999999997
